id,isv,translations,helperWords,match,Δmin,Δavg,Δmax,Rmin,Rmax,comments
36503,revti,ryczeć,,,,,,,,
3397,rězati,ciąć,,,,,,,,
1244,rezerva,rezerwa,,,,,,,,
35860,rezervacija,rezerwacja,,,,,,,,
35861,rezervat,rezerwat,,,,,,,,
35858,rezervovati,"rezerwować, bukować",,,,,,,,
2123,režim,reżim,,,,,,,,
3741,režim,"tryb, sposób",,,,,,,,
35752,režiser,reżyser,,,,,,,,
18637,rezjume,streszczenie,,,,,,,,
35521,rezolucija,rezolucja,,,,,,,,
1259,rezultat,rezultat,,,,,,,,
3023,rezumovati,streszczać,,,,,,,,
23525,Rim,Rzym,,,,,,,,
23524,Rimska imperija,Imperium Rzymskie,,,,,,,,
18640,rimskokatoličsky,rzymskokatolicki,,,,,,,,
838,rimsky,rzymski,,,,,,,,
11979,riť,dupa,,,,,,,,
20133,ritm,rytm,,,,,,,,
32240,ritmičny,rytmiczny,,,,,,,,
36127,ritual,"rytuał, obrządek",,,,,,,,
36128,rituaľny,rytualny,,,,,,,,
14978,rizično,ryzykownie,,,,,,,,
1253,rizičny,ryzykowny,,,,,,,,
1254,rizik,ryzyko,,,,,,,,
1366,rizikovati,ryzykować,,,,,,,,
3948,robot,robot,,,,,,,,
18641,ročnica,rocznica,,,,,,,,
11995,ročno,rocznie,,,,,,,,
11996,ročny,roczny,,,,,,,,
1246,rod,rodzaj (gram.),,,,,,,,
3222,rod,rodzaj,,,,,,,,
11998,rod,"ród, klan, krewni",,,,,,,,
21523,rod,rodzaj (w systematyce roślin i zwierząt),,,,,,,,
12001,rođenıje,rodzenie,,,,,,,,
18644,Rođenıje,Boże Narodzenie,,,,,,,,
2207,rođeny,urodzony,,,,,,,,
20134,rodimy,rodzimy,,,,,,,,
4690,rodina,rodzina,,,,,,,,
1947,roditelj,rodzic,,,,,,,,
1946,"roditeljnik, roditeljny padež",dopełniacz,,,,,,,,
36241,roditeljsky,rodzicielski,,,,,,,,
2325,roditi,"rodzić, wydawać plony",,,,,,,,
2198,roditi sę,rodzić się,,,,,,,,
5184,rodna nazva,nazwisko,,,,,,,,
20693,rodny,rodzimy,,,,,,,,
6097,rodobijstvo,ludobójstwo,,,,,,,,
21142,rodopis,genealogia,,,,,,,,
21143,rodopisèc,genealog,,,,,,,,
21526,rodoslovıje,genealogia,,,,,,,,
36378,rodoslovje,rodowód,,,,,,,,
2122,rodstvèny,bratni,,,,,,,,
12010,rodstvo,"pokrewieństwo, spokrewnienie",,,,,,,,
400,rog,róg,,,,,,,,
36806,rogaty,rogaty,,,,,,,,
33966,roj,"rój, chmura (owadów)",,,,,,,,
34355,rojiti sę,roić się,,,,,,,,
12014,rok,rok,,,,,,,,
23628,rok-muzika,rock (muz.),,,,,,,,
18647,rokada,roszada,,,,,,,,
31863,rokenrol,rock ’n ’roll,,,,,,,,
18648,rokirovati,wykonywać roszadę,,,,,,,,
2063,rolja,rola (np. teatralna),,,,,,,,
35283,roljeva igra,"gra fabularna, rolplej",,,,,,,,
23601,roman,powieść,,,,,,,,
1240,romanš,#Roman,,,,,,,,
4735,romansky,romański,,,,,,,,
2182,romantičny,romantyczny,,,,,,,,
34931,Romantizm,Romantyzm,,,,,,,,
36174,romb,romb,,,,,,,,
18649,roptanıje,"zrzędzenie, szmer",,,,,,,,
18651,roptati,"zrzędzić, szemrać, sarkać, mruczeć",,,,,,,,
36658,ropuha,ropucha,,,,,,,,
18653,rosa,rosa,,,,,,,,
1044,Rosija,Rosja,,,,,,,,
30630,Rosijska Federacija,Federacja Rosyjska,,,,,,,,
3036,rosijsky,rosyjski,,,,,,,,
26,rotacija,rotacja,,,,,,,,
12022,rov,"rów, fosa",,,,,,,,
149,roza,róża,,,,,,,,
12035,roževy,różowy,,,,,,,,
30632,rozga,"pręt, kij, rózga",,,,,,,,
5268,rozovy,różowy,,,,,,,,
22633,rtųť,rtęć,,,,,,,,
18657,rųbati,rąbać,,,,,,,,
23467,rubin,rubin,,,,,,,,
32081,rublj,rubel,,,,,,,,
5845,rųčiti sę,"ręczyć (za), gwarantować",,,,,,,,
21528,rųčka,uchwyt,,,,,,,,
21529,rųčka,rączka,,,,,,,,
18660,rųčnik,ręcznik,,,,,,,,
18661,rųčno,ręcznie,,,,,,,,
18662,rųčny,ręczny,,,,,,,,
5640,ruda,ruda (np. żelaza),,,,,,,,
35209,rudimentarny,"rudymentarny, szczątkowy",,,,,,,,
36777,rudnik,kopalnia,,,,,,,,
32675,rudy,rudy,,,,,,,,
3186,ruh,ruch,,,,,,,,
20135,ruina,ruina,,,,,,,,
20136,ruinovati,rujnować,,,,,,,,
12039,rujènj,październik,,,,,,,,
2357,rųka,ręka,,,,,,,,
34176,rųka v rųkě,ręka w rękę,,,,,,,,
21531,rųkav,odgałęzienie,,,,,,,,
21532,rųkav,rękaw,,,,,,,,
18664,rųkavica,"rękawica, mitenka, łapawica",,,,,,,,
21533,rųkoděľstvo,rękodzieło,,,,,,,,
18667,rųkojęť,rękojeść,,,,,,,,
16412,rųkopis,"rękopis, manuskrypt",,,,,,,,
18669,rųkopleskanıje,klaskanie,,,,,,,,
18670,rųkopleskati,klaskać,,,,,,,,
18672,rųkoplesknųti,klasnąć,,,,,,,,
20694,rųkopoloženıje,ordynacja,,,,,,,,
5891,rųkovati,obsługiwać,,,,,,,,
3696,rųkovoditelj,kierownik,,,,,,,,
18675,rųkovoditi,"kierować, dowodzić",,,,,,,,
3697,rųkovodstvo,"kierownictwo, dowództwo",,,,,,,,
18666,rųky do gory!,ręce do góry!,,,,,,,,
7812,rukzak,plecak,,,,,,,,
33404,ruletka,ruletka,,,,,,,,
4646,rum,rum,,,,,,,,
23890,ruměnèc,rumieniec,,,,,,,,
33919,ruměněti,rumienić się,,,,,,,,
370,Rumunija,Rumunia,,,,,,,,
4433,rumunsky,rumuński,,,,,,,,
36648,runa,runa,,,,,,,,
33397,runo,runo,,,,,,,,
1269,Rus,Rosjanin,,,,,,,,
35346,rusifikacija,rusyfikacja,,,,,,,,
35347,rusifikovati,rusyfikować,,,,,,,,
1272,rusinsky,"rusiński, rusnacki",,,,,,,,
21536,rušiti,"potrącać, obalać, niszczyć",,,,,,,,
2311,russky,rosyjski,,,,,,,,
32674,rusy,blond,,,,,,,,
20137,rutensky,ruteński,,,,,,,,
32067,rutina,rutyna,,,,,,,,
32069,rutinny,rutynowy,,,,,,,,
36531,ruž,róż,,,,,,,,
21537,rvati,urywać,,,,,,,,
21538,rvati,rwać,,,,,,,,
21539,rvati sę,rwać się,,,,,,,,
1682,ryba,ryba,,,,,,,,
2339,rybak,rybak,,,,,,,,
12059,rybaŕ,rybak,,,,,,,,
2304,rybnik,staw,,,,,,,,
12058,rybolovstvo,rybołówstwo,,,,,,,,
30648,Ryby,Ryby,,,,,,,,
12062,rycaŕ,rycerz,,,,,,,,
18676,rydati,szlochać,,,,,,,,
30650,ryđi,rudy,,,,,,,,
34360,ryḓlo,ryj,,,,,,,,
34356,rygati,bekać,,,,,,,,
34358,rygnųti,beknąć,,,,,,,,
32131,ryma,rym,,,,,,,,
32132,rymovati,rymować,,,,,,,,
32133,rymovati sę,rymować się,,,,,,,,
1252,ryś,ryś,,,,,,,,
21542,rysovanka,rysunek,,,,,,,,
3568,rysovati,rysować,,,,,,,,
33969,ryti,ryć,,,,,,,,
3821,ryž,ryż,,,,,,,,
5827,s izključenıjèm,za wyjątkiem,,,,,,,,
4947,s obziròm na,ze względu na,,,,,,,,
1267,s pomoćjų,za pomocą,,,,,,,,
12070,s prijemnosťjų,z przyjemnością,,,,,,,,
1280,"s, sò",z,,,,,,,,
2061,"s, sò",za pomocą,,,,,,,,
18677,s’běgati sę,zbiegać się,,,,,,,,
18679,s’běgti sę,zbiec się,,,,,,,,
2236,s’biranıje,zbieranie,,,,,,,,
2918,s’birati,"zbierać, gromadzić, kolekcjonować",,,,,,,,
3788,s’birati sę,zbierać się,,,,,,,,
35138,s’birka,zbiór,,,,,,,,
20138,s’bližanıje,zbliżenie,,,,,,,,
18681,s’bližati sę,zbliżać się,,,,,,,,
18682,s’bližiti sę,zbliżyć się,,,,,,,,
5229,s’bogom!,żegnaj!,,,,,,,,
3738,s’bor,"zebranie, zgromadzenie",,,,,,,,
4704,s’borka,montaż,,,,,,,,
18683,s’bornik,zbiornik,,,,,,,,
17034,s’borny čislovnik,liczebnik zbiorowy,,,,,,,,
1978,s’bože,żniwo,,,,,,,,
5442,s’budovati,zbudować,,,,,,,,
35539,s’čet,rachunek,,,,,,,,
35617,s’čisliti,policzyć,,,,,,,,
1285,s’čitati,policzyć,,,,,,,,
5619,s’čityvati,liczyć,,,,,,,,
18685,s’danlivo,pozornie,,,,,,,,
18686,s’danlivy,pozorny,,,,,,,,
14204,s’davati sę,"zdawać się, wydawać się",,,,,,,,
2874,s’deformovati,"zdeformować, zniekształcić",,,,,,,,
5441,s’dělati,zrobić,,,,,,,,
34353,s’dirati,zdzierać,,,,,,,,
17520,s’dòhnųti,zdechnąć,,,,,,,,
18688,s’drěmnųti,zdrzemnąć,,,,,,,,
34351,s’drèti,zedrzeć,,,,,,,,
17522,s’dyhati,zdychać,,,,,,,,
5591,s’gnesti,zgnieść,,,,,,,,
3630,s’gnųti,"zgiąć, złożyć (np. składak)",,,,,,,,
14231,s’godno s,zgodnie z,,,,,,,,
5559,s’grěšiti,zgrzeszyć,,,,,,,,
3629,s’gybati,"zginać, składać (np. składak)",,,,,,,,
5433,s’hoditi,schodzić,,,,,,,,
5445,s’hoditi sę,"schodzić się, spotykać się, zbierać się",,,,,,,,
18689,s’hodka,"spotkanie, zgromadzenie",,,,,,,,
23994,s’hodnosť,podobieństwo,,,,,,,,
18691,s’hodny,podobny,,,,,,,,
18692,s’hovati,schować,,,,,,,,
18696,s’hråniti,zachować,,,,,,,,
18694,s’hranjati,"zachowywać, konserwować",,,,,,,,
18695,s’hrånjenıje,"zachowywanie, zakonserwowanie",,,,,,,,
36252,s’hudnųti,"schudnąć, zeszczupleć",,,,,,,,
1051,s’hvatiti,schwycić,,,,,,,,
8260,s’jědeny,zjedzony,,,,,,,,
2085,s’jediniti,zjednoczyć,,,,,,,,
15556,s’jediniti,połączyć,,,,,,,,
3705,s’jediniti sę,zjednoczyć się,,,,,,,,
2942,s’jedinjati,jednoczyć,,,,,,,,
15557,s’jedinjati,łączyć,,,,,,,,
3704,s’jedinjati sę,"jednoczyć się, łączyć się",,,,,,,,
1895,S’jedinjene Štaty Ameriky,"Stany Zjednoczone Ameryki, USA",,,,,,,,
3513,s’jedinjenıje,"zjednoczenie, połączenie",,,,,,,,
12433,s’jedinjenosť,jedność,,,,,,,,
12432,s’jedinjeny,zjednoczony,,,,,,,,
18697,s’jem,"zgromadzenie, tłum",,,,,,,,
19492,s’jěsti,zjeść,,,,,,,,
20139,s’jęti,zdjąć,,,,,,,,
1384,s’jězd,"kongres, zjazd (np. stowarzyszenia)",,,,,,,,
18701,s’jězd,"zjazd (np. drogą), spadek",,,,,,,,
35468,s’kamenělosť,skamieniałość,,,,,,,,
35467,s’kameněly,skamieniały,,,,,,,,
1318,s’kazati,powiedzieć,,,,,,,,
12242,s’kazka,"historyjka, opowiastka",,,,,,,,
20144,s’klad,magazyn,,,,,,,,
3628,s’kladati,składać (np. składak),,,,,,,,
20695,s’kladati sę,składać się (na coś),,,,,,,,
4463,s’kladati sę iz,składać się z,,,,,,,,
20145,s’kladišče,"składowisko, magazyn",,,,,,,,
4555,s’kladovati,"składować, magazynować",,,,,,,,
18702,s’klanjati,"odmieniać (gram.), deklinować",,,,,,,,
18703,s’klanjati sę k,"skłaniać się do, być skłonnym do, schylać się ku",,,,,,,,
32025,s’klejiti,skleić,,,,,,,,
12252,s’klon,ukośnik,,,,,,,,
20150,s’klon,"stok, zbocze, pochyłość",,,,,,,,
18706,s’kloniti,"odmienić (gram.), zdeklinować, przedeklinować",,,,,,,,
18707,s’kloniti sę k,"#przychylić się do, skłonić się ku, nachylić się do",,,,,,,,
17038,s’klonjenıje,"odmiana (gram.), deklinacja, fleksja",,,,,,,,
12253,s’klonnosť,"skłonność, tendencja, nastawienie",,,,,,,,
12255,s’klonny,"skłonny, podatny",,,,,,,,
34936,s’kŀzavka,"zjeżdżalnia, ślizgawka",,,,,,,,
16967,s’kombinovati,"#połączyć, zagregatować",,,,,,,,
1321,s’kompensovati,zrekompensować,,,,,,,,
6135,s’komplikovati,skomplikować,,,,,,,,
12258,s’končiti,skończyć,,,,,,,,
23364,s’končiti sę,skończyć się,,,,,,,,
12259,s’konfiskovati,skonfiskować,,,,,,,,
23365,s’konstruovany język,sztuczny język,,,,,,,,
3139,s’kraćati,"skracać, ukracać",,,,,,,,
953,s’kråćenıje,"skrót, skrócenie, ukrócenie",,,,,,,,
17039,s’kråćeny,skrócony,,,,,,,,
647,s’kråtiti,"skrócić, ukrócić",,,,,,,,
20157,s’kriviti,"skrzywić, zgiąć",,,,,,,,
20160,s’kryti,skryć,,,,,,,,
18710,s’kryti sę,"skryć się, ukryć się",,,,,,,,
36172,s’kryto,"skrycie, potajemnie",,,,,,,,
23369,s’kryty,"potajemny, tajny, skryty, ukradkowy",,,,,,,,
20161,s’kryvati,skrywać,,,,,,,,
18711,s’kryvati sę,"skrywać się, kryć się",,,,,,,,
12276,s’kuhati,ugotować,,,,,,,,
3647,s’kupina,grupa,,,,,,,,
1293,s’lègka,"trochę, z lekka",,,,,,,,
35984,s’lězi iz mene!,"spadaj!, odpieprz się!, spierdalaj!, odwal się!",,,,,,,,
18712,s’lgati,skłamać,,,,,,,,
18713,s’liti sę,"scalić się, złączyć się, zlać się",,,,,,,,
18714,s’livanıje,"scalanie, łączenie",,,,,,,,
20698,s’livanıje,fuzja,,,,,,,,
18715,s’livati sę,"scalać się, łączyć się, zlewać się",,,,,,,,
17040,s’log,sylaba,,,,,,,,
3460,s’lomiti,złamać,,,,,,,,
3462,s’lomjeny,złamany,,,,,,,,
1370,s’loženo slovo,wyraz złożony,,,,,,,,
12336,s’loženosť,"komplikacja, trudność",,,,,,,,
6145,s’loženy,"złożony, skomplikowany",,,,,,,,
3627,s’ložiti,złożyć (np. składak),,,,,,,,
20701,s’ložiti sę,złożyć się (na coś),,,,,,,,
1333,s’lučaj,"przypadek, wypadek, zdarzenie",,,,,,,,
16360,s’lučajno,"przypadkowo, losowo",,,,,,,,
35381,s’lučajnosť,przypadkowość,,,,,,,,
3943,s’lučajny,"przypadkowy, losowy",,,,,,,,
20162,s’lųčati,"łączyć, złączać, scalać",,,,,,,,
20740,s’lučati sę,dziać się,,,,,,,,
20166,s’lųčiti,"połączyć, złączyć, scalić",,,,,,,,
15013,s’lučiti sę,zdarzyć się,,,,,,,,
12341,s’lučka,"wydarzenie, zdarzenie",,,,,,,,
12349,s’męčkati,"utłuc, zgnieść, zmiąć",,,,,,,,
18720,s’mękčati,zmiękczać,,,,,,,,
18721,s’mękčiti,zmiękczyć,,,,,,,,
20703,s’měna,zmiana,,,,,,,,
2062,s’mènšati,zmniejszać,,,,,,,,
5634,s’mènšenıje,"redukcja, zmniejszenie",,,,,,,,
1297,s’mènšiti,zmniejszyć,,,,,,,,
5214,s’měr,"kierunek, trend",,,,,,,,
20704,s’měr,kurs,,,,,,,,
20705,s’měrnica,"wskazówka, dyrektywa",,,,,,,,
3740,s’měs,"mieszanka, mieszanina, miks, mix",,,,,,,,
12372,s’měšany,"zmieszany, zmiksowany",,,,,,,,
14273,s’měšany,zmieszany (stan umysłu),,,,,,,,
1817,s’měšati,"zmieszać, zmiksować",,,,,,,,
14274,s’měšati,zmieszać (stan umysłu),,,,,,,,
18845,s’měšivati,mieszać,,,,,,,,
5092,s’města,"natychmiast, od razu",,,,,,,,
30730,s’meť,"śmieć, odpadek",,,,,,,,
35450,s’mętenıje,"zamieszanie, zamęt, popłoch",,,,,,,,
18847,s’meti,"śmieci, odpadki, odpady",,,,,,,,
32259,s’mlåtiti,"zmłócić, stłuc",,,,,,,,
5620,s’mlėti,"zemleć, zmleć",,,,,,,,
30731,s’mogti,"potrafić, być w stanie, dać sobie radę",,,,,,,,
32888,s’mṙščeny,zmarszczony,,,,,,,,
32889,s’mṙščiti,zmarszczyć,,,,,,,,
32890,s’mṙščiti brvi,zmarszczyć brwi,,,,,,,,
32891,s’mṙščiti sę,zmarszczyć się (mimika),,,,,,,,
14067,s’mućati,"kłopotać, niepokoić, martwić",,,,,,,,
20708,s’mųćati,mącić,,,,,,,,
14066,s’mųćeny,"zmartwiony, zaniepokojony",,,,,,,,
23832,s’mųćeny,zmieszany (umysł),,,,,,,,
20711,s’mųtiti,"zmącić, zamącić (uczynić błotnistym)",,,,,,,,
20712,s’mųtiti,"zakłopotać, zaniepokoić, zmartwić",,,,,,,,
23834,s’mųtno,"smutnie, smętnie",,,,,,,,
617,s’mųtny,"smutny, smętny",,,,,,,,
23833,s’mųtòk,smutek,,,,,,,,
20715,s’mykati,#zwierać szeregi,,,,,,,,
3324,s’mysl,sens,,,,,,,,
20716,s’mysľny,"zmysłowy, sensowny",,,,,,,,
12388,s’mysly,zmysły,,,,,,,,
12389,s’nabděti,zaopatrzyć,,,,,,,,
16357,s’nabděvati,zaopatrywać,,,,,,,,
5439,s’nesti,znieść,,,,,,,,
15678,s’netvarjati,"deformować, zniekształcać",,,,,,,,
15677,s’netvoriti,"zdeformować, zniekształcić",,,,,,,,
18722,s’nimòk,"fotografia, fotka, zdjęcie",,,,,,,,
5635,s’nižati,"zniżać, obniżać, redukować",,,,,,,,
5637,s’niženıje,"obniżenie, promocja (ceny)",,,,,,,,
5636,s’niziti,"zniżyć, obniżyć, zredukować",,,,,,,,
2127,s’nižka,"zniżka, spadek (np. jakości)",,,,,,,,
33527,s’nizu,"z dołu, spod spodu",,,,,,,,
5440,s’nositi,znosić,,,,,,,,
20718,s’nosny,znośny,,,,,,,,
3104,s’nova,"znów, znowu",,,,,,,,
15019,s’nova i s’nova,jeszcze i jeszcze,,,,,,,,
18723,s’nuđeny,znudzony,,,,,,,,
21144,s’pad,spadek,,,,,,,,
21146,s’pad,"stok, zbocze",,,,,,,,
5661,s’padati,spadać,,,,,,,,
5472,s’pakovati,spakować,,,,,,,,
18724,s’pakovati sę,spakować się,,,,,,,,
455,s’paliti,spalić,,,,,,,,
21147,s’pasati,"ocalać, wybawiać",,,,,,,,
23373,s’pasenıje,"ocalenie, zbawienie",,,,,,,,
12481,s’pasitelj,zbawca,,,,,,,,
5660,s’pasti,spaść,,,,,,,,
21150,s’pasti,"ocalić, wybawić",,,,,,,,
30761,s’pěvanıje,śpiewanie,,,,,,,,
12491,s’pěvati,#śpiewać,,,,,,,,
21151,s’pirati sę,"spierać się, kłócić się",,,,,,,,
4541,s’pis,"lista, spis",,,,,,,,
5525,s’pisati,spisać,,,,,,,,
2895,s’pisòk,"lista, spis",,,,,,,,
5526,s’pisyvati,spisywać,,,,,,,,
34330,s’plesti,"spleść, upleść, zapleść, uwić",,,,,,,,
23026,s’ploditi,spłodzić,,,,,,,,
26226,s’podnica,spódnica,,,,,,,,
17043,s’pokròvnjeny,spokrewniony,,,,,,,,
14157,s’pomaliti,zwolnić,,,,,,,,
14158,s’pomaljati,zwalniać,,,,,,,,
10891,s’pomaljenıje,"zwolnienie (prędkość), spowolnienie",,,,,,,,
12515,s’pominati,wspominać,,,,,,,,
12514,s’pomněti,wspomnieć,,,,,,,,
21152,s’pona,"klamra, spinka, sprzączka",,,,,,,,
34175,s’ponka,spinacz,,,,,,,,
2385,s’por,"spór, konflikt, kontrowersja",,,,,,,,
12520,s’poråzuměvanıje,porozumiewanie się,,,,,,,,
20184,s’poriti,"spierać się, kłócić się, swarzyć się",,,,,,,,
12521,s’porlivy,kłótliwy,,,,,,,,
12522,s’porno,kontrowersyjnie,,,,,,,,
2021,s’porny,"sporny, kontrowersyjny",,,,,,,,
34873,s’potěti,spocić się,,,,,,,,
34872,s’potiti sę,spocić się,,,,,,,,
22123,s’potknųti sę,potknąć się,,,,,,,,
35524,s’potrėbitelj,konzument,,,,,,,,
5714,s’potrėbiti,"zużyć, skonsumować",,,,,,,,
5715,s’potrėbjenıje,"zużycie, konsumpcja",,,,,,,,
5713,s’potrėbovati,"zużywać, konsumować",,,,,,,,
22122,s’potykati sę,potykać się,,,,,,,,
34520,s’pozdniti sę,spóźnić się,,,,,,,,
34522,s’pozdnjati sę,spóźniać się,,,,,,,,
34524,s’pozdnjenıje,"spóźnienie, opóźnienie",,,,,,,,
3443,s’poznati,zapoznać,,,,,,,,
3418,s’poznavati,zapoznawać,,,,,,,,
2072,s’prašati,spraszać,,,,,,,,
2879,s’pravědlivosť,sprawiedliwość,,,,,,,,
661,s’pravědlivy,"sprawiedliwy, fair",,,,,,,,
30768,s’prėdu,"z przodu, przodem",,,,,,,,
18727,s’pręgati,"#koniugować, odmieniać (czasownik)",,,,,,,,
29545,s’pręsti,sprząc,,,,,,,,
21154,s’prėti sę,pokłócić się,,,,,,,,
21155,s’pręženıje,koniugacja,,,,,,,,
4132,s’prijateliti sę,"zaprzyjaźnić się, zbratać się, pobratać się",,,,,,,,
2238,s’prositi,sprosić,,,,,,,,
86,s’protiviti sę,sprzeciwić się,,,,,,,,
5708,s’protivjenıje,sprzeciw,,,,,,,,
5622,s’puhnųti,spuchnąć,,,,,,,,
21156,s’pušćati,"spuszczać, upuszczać",,,,,,,,
21159,s’pušćati,"wypuszczać, wodować (statek)",,,,,,,,
1503,s’pušćati sę,spuszczać się (np. na linie),,,,,,,,
21160,s’pust,kanalizacja,,,,,,,,
21161,s’pust,zbocze,,,,,,,,
21162,s’pustiti,"spuścić, upuścić",,,,,,,,
21165,s’pustiti,"wypuścić, zwodować (statek)",,,,,,,,
2692,s’pustiti sę,spuścić się (np. na linie),,,,,,,,
12547,s’pųtnik,satelita,,,,,,,,
8086,s’pytati,spytać,,,,,,,,
35958,s’råst,"blizna, szrama",,,,,,,,
33075,s’rastanıje,zrastanie się,,,,,,,,
33072,s’rastati sę,zrastać się,,,,,,,,
18730,s’råsti sę,zróść się,,,,,,,,
20168,s’råvnimy,porównywalny,,,,,,,,
35220,s’råvniteljny,porównawczy,,,,,,,,
1142,s’råvniti,porównać,,,,,,,,
679,s’råvnjati,porównywać,,,,,,,,
3510,s’råvnjenıje,porównanie,,,,,,,,
26242,s’råzumělosť,zrozumiałość,,,,,,,,
2693,s’råzuměti,zrozumieć,,,,,,,,
18643,s’rodnica,krewna,,,,,,,,
12577,s’rodnik,krewny,,,,,,,,
15033,s’rodno slovo,słowo spokrewnione,,,,,,,,
12578,s’rodny,spokrewniony,,,,,,,,
21543,s’rodstvo,podobieństwo,,,,,,,,
18731,s’rųbati,zrąbać,,,,,,,,
18733,s’rųbyvati,zrąbywać,,,,,,,,
14305,s’rųčny,"zręczny, umiejętny",,,,,,,,
20169,s’ruinovati,zrujnować,,,,,,,,
21546,s’sědati sę,warzyć się (żywność),,,,,,,,
21547,s’sęsti sę,"zwarzyć się (żywność), zsiąść się (żywność)",,,,,,,,
2324,s’sora,"bijatyka, burda, bójka",,,,,,,,
5617,s’tapjati,"zlewać, stapiać (razem)",,,,,,,,
22086,s’tečenıje,"zbieg, zlanie się",,,,,,,,
18737,s’tekti,"ściec, ścieknąć",,,,,,,,
30791,s’tiskati,"ściskać, zaciskać, kompresować",,,,,,,,
33545,s’tisknųti,"ścisnąć, zacisnąć, skompresować",,,,,,,,
670,s’topiti,"zlać, stopić (razem)",,,,,,,,
5618,s’topjenıje,"zlanie, stopienie (razem)",,,,,,,,
13056,s’tręsenıje,wstrząs,,,,,,,,
13034,s’tręsenıje mozga,wstrząs mózgu,,,,,,,,
15042,s’trimati,"wstrzymać, powstrzymać",,,,,,,,
15044,s’trimyvati,"wstrzymywać, powstrzymywać",,,,,,,,
12688,s’tvår,"rzecz, sprawa",,,,,,,,
6306,s’tvarjati,stwarzać,,,,,,,,
3293,s’tvårno,"realnie, naprawdę",,,,,,,,
20191,s’tvårnosť,"rzeczywistość, realność",,,,,,,,
3382,s’tvor,stworzenie (rzecz/osoba),,,,,,,,
6307,s’tvoriti,stworzyć,,,,,,,,
3381,s’tvorjenıje,stworzenie (czynność),,,,,,,,
18738,s’tvŕditi,stwierdzić,,,,,,,,
12612,s’tyčènj,styczeń,,,,,,,,
22121,s’tyk,styk,,,,,,,,
23165,s’vabiti,zwabić,,,,,,,,
12754,s’variti,ugotować,,,,,,,,
22563,s’variti,zespawać,,,,,,,,
22564,s’varjati,spawać,,,,,,,,
35579,s’vědčiti,"świadczyć, zeznawać",,,,,,,,
22237,s’vědòčstvo,"świadectwo, certyfikat",,,,,,,,
21168,s’vědòk,świadek,,,,,,,,
12757,s’vědomıje,"sumienie, świadomość",,,,,,,,
6219,s’vědomo,świadomie,,,,,,,,
6217,s’vědomosť,"sumienie, świadomość",,,,,,,,
6218,s’vědomy,świadomy,,,,,,,,
23721,s’věriti sę,zwierzyć się,,,,,,,,
23720,s’věrjati sę,zwierzać się,,,,,,,,
586,s’věsť,sumienie,,,,,,,,
35606,s’věstny,"sumienny, skrupulatny, rzetelny",,,,,,,,
15058,s’vęź,"związek, unia, stowarzyszenie",,,,,,,,
18741,s’vęź,"połączenie, powiązanie, relacja",,,,,,,,
3512,s’vęzany,związany,,,,,,,,
3538,s’vęzati,"związać, powiązać",,,,,,,,
18749,s’vęzati šnurom,związać sznurkiem,,,,,,,,
2320,s’vęzòk,"stosunek, związek",,,,,,,,
18752,s’vęzòk,"węzeł, supeł",,,,,,,,
22205,s’vęzòk,pęk (np. kluczy),,,,,,,,
22206,s’vęzòk,wiązka (np. kwiatów),,,,,,,,
3514,s’vęzyvati,"związywać, powiązywać",,,,,,,,
18758,s’vęzyvati šnurom,związywać sznurem,,,,,,,,
33575,s’viti,zwić,,,,,,,,
33576,s’viti,upleść,,,,,,,,
33577,s’viti,spowić,,,,,,,,
33578,s’viti,uwić,,,,,,,,
33579,s’viti,spleść,,,,,,,,
30829,s’vitòk,"zwój, zwitek",,,,,,,,
22265,s’vod,"łuk (architektura), sklepienie",,,,,,,,
22267,s’vod,kodeks (prawo),,,,,,,,
22268,s’vodnik,stręczyciel,,,,,,,,
18759,s’vråtno,zwrotnie,,,,,,,,
18760,s’vråtny,odwrotnie,,,,,,,,
26271,s’vråtny,zwrotny (gram.),,,,,,,,
30833,s’vŕdlo,wiertło,,,,,,,,
22590,s’vŕgati,"obalać, odsuwać od władzy",,,,,,,,
22592,s’vŕgnųti,"obalić, odsunąć od władzy",,,,,,,,
12762,s’vŕh-,super-,,,,,,,,
12763,s’vŕhny,super,,,,,,,,
30834,s’vŕhu,z wierzchu,,,,,,,,
34385,s’zadu,z tyłu,,,,,,,,
35960,sablja,szabla,,,,,,,,
35961,sabljevanıje,szermierka,,,,,,,,
1474,šablon,szablon,,,,,,,,
2157,sad,ogród,,,,,,,,
18761,sađa,sadza,,,,,,,,
12075,saditi,sadzić,,,,,,,,
20723,saḓlo,sadło,,,,,,,,
34405,sadovnik,ogrodnik,,,,,,,,
35102,šafa,szafa,,,,,,,,
36540,safari,safari,,,,,,,,
33732,šafran,szafran,,,,,,,,
18763,šah i mat,szach i mat,,,,,,,,
21548,Sahara,Sahara,,,,,,,,
18764,šahovnica,szachownica,,,,,,,,
36776,šahta,szyb,,,,,,,,
1054,šahy,szachy,,,,,,,,
30653,sajt,strona internetowa,,,,,,,,
36155,sako,marynarka (ubranie),,,,,,,,
35130,sakraľny,sakralny,,,,,,,,
35829,sakristija,zakrystia,,,,,,,,
23453,saksofon,saksofon,,,,,,,,
35633,Saksonija,Saksonia,,,,,,,,
30839,šal,szal,,,,,,,,
23838,"šal, šalik",szalik,,,,,,,,
269,sala,sala,,,,,,,,
32183,salata,sałata,,,,,,,,
18765,šalěti,wariować,,,,,,,,
